"table_catalog";"table_schema";"table_name";"column_name";"ordinal_position";"column_default";"is_nullable";"data_type";"character_maximum_length";"character_octet_length";"numeric_precision";"numeric_precision_radix";"numeric_scale";"datetime_precision";"interval_type";"interval_precision";"character_set_catalog";"character_set_schema";"character_set_name";"collation_catalog";"collation_schema";"collation_name";"domain_catalog";"domain_schema";"domain_name";"udt_catalog";"udt_schema";"udt_name";"scope_catalog";"scope_schema";"scope_name";"maximum_cardinality";"dtd_identifier";"is_self_referencing";"is_identity";"identity_generation";"identity_start";"identity_increment";"identity_maximum";"identity_minimum";"identity_cycle";"is_generated";"generation_expression";"is_updatable"
"opentelcos";"gracethd";"t_cassette";"cs_code";1;"";"NO";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_nb_pas";2;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_bp_code";3;"";"NO";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_num";4;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_type";5;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_face";6;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_rf_code";7;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_comment";8;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_creadat";9;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_majdate";10;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_majsrc";11;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_abddate";12;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cassette";"cs_abdsrc";13;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_code";1;"";"NO";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_codeext";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_ndcode1";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_ndcode2";4;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_cm1";5;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_cm2";6;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_r1_code";7;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_r2_code";8;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_r3_code";9;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_r4_code";10;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_voie";11;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_gest_do";12;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_prop_do";13;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_statut";14;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_etat";15;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_datcons";16;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_datemes";17;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_avct";18;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_typelog";19;"";"YES";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_typ_imp";20;"";"YES";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_nature";21;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_compo";22;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_cddispo";23;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_fo_util";24;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_mod_pos";25;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_passage";26;"";"YES";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"26";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_revet";27;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"27";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_remblai";28;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"28";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_charge";29;"";"YES";"numeric";;;5;10;2;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"29";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_larg";30;"";"YES";"numeric";;;4;10;2;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"30";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_fildtec";31;"";"YES";"boolean";;;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"bool";"";"";"";;"31";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_mut_org";32;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"32";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_long";33;"";"YES";"numeric";;;8;10;2;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"33";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_lgreel";34;"";"YES";"numeric";;;8;10;2;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"34";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_comment";35;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"35";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_dtclass";36;"";"YES";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"36";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_geolqlt";37;"";"YES";"numeric";;;6;10;2;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"37";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_geolmod";38;"";"YES";"character varying";4;16;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"38";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_geolsrc";39;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"39";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_creadat";40;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"40";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_majdate";41;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"41";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_majsrc";42;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"42";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_abddate";43;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"43";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"cm_abdsrc";44;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"44";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cheminement";"geom";45;"";"NO";"USER-DEFINED";;;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"public";"geometry";"";"";"";;"45";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otla";"t_communes";"gid";1;"nextval('otla.t_communes_gid_seq'::regclass)";"NO";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otla";"t_communes";"insee";2;"";"YES";"character varying";80;320;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otla";"t_communes";"nom";3;"";"YES";"character varying";80;320;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otla";"t_communes";"wikipedia";4;"";"YES";"character varying";80;320;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otla";"t_communes";"surf_ha";5;"";"YES";"numeric";;;;10;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otla";"t_communes";"geom";6;"";"YES";"USER-DEFINED";;;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"public";"geometry";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cond_chem";"dm_cd_code";1;"";"NO";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cond_chem";"dm_cm_code";2;"";"NO";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cond_chem";"dm_creadat";3;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cond_chem";"dm_majdate";4;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cond_chem";"dm_majsrc";5;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cond_chem";"dm_abddate";6;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_cond_chem";"dm_abdsrc";7;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_code";1;"";"NO";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_codeext";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_etiquet";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_cd_code";4;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_r1_code";5;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_r2_code";6;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_r3_code";7;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_r4_code";8;"";"YES";"character varying";100;400;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_prop";9;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_gest";10;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_user";11;"";"YES";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_proptyp";12;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_statut";13;"";"NO";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_etat";14;"";"YES";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_dateaig";15;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_dateman";16;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_datemes";17;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_avct";18;"";"YES";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_type";19;"";"NO";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_dia_int";20;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_dia_ext";21;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"21";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_color";22;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"22";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_long";23;"";"YES";"numeric";;;8;10;2;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"23";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_nbcable";24;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"24";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_occup";25;"";"YES";"numeric";;;3;10;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"numeric";"";"";"";;"25";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_comment";26;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"26";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_creadat";27;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"27";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_majdate";28;"";"YES";"timestamp without time zone";;;;;;6;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"timestamp";"";"";"";;"28";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_majsrc";29;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"29";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_abddate";30;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"date";"";"";"";;"30";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"t_conduite";"cd_abdsrc";31;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"31";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
