"table_catalog";"table_schema";"table_name";"column_name";"ordinal_position";"column_default";"is_nullable";"data_type";"character_maximum_length";"character_octet_length";"numeric_precision";"numeric_precision_radix";"numeric_scale";"datetime_precision";"interval_type";"interval_precision";"character_set_catalog";"character_set_schema";"character_set_name";"collation_catalog";"collation_schema";"collation_name";"domain_catalog";"domain_schema";"domain_name";"udt_catalog";"udt_schema";"udt_name";"scope_catalog";"scope_schema";"scope_name";"maximum_cardinality";"dtd_identifier";"is_self_referencing";"is_identity";"identity_generation";"identity_start";"identity_increment";"identity_maximum";"identity_minimum";"identity_cycle";"is_generated";"generation_expression";"is_updatable"
"opentelcos";"gracethd";"l_adresse_etat";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_adresse_etat";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_adresse_etat";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_avancement";"code";1;"";"NO";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_avancement";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_avancement";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_baie_type";"code";1;"";"NO";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_baie_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_baie_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_racco";"code";1;"";"NO";"character varying";6;24;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_racco";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_racco";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_type_log";"code";1;"";"NO";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_type_log";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_type_log";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_type_phy";"code";1;"";"NO";"character varying";5;20;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_type_phy";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_bp_type_phy";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_cable_type";"code";1;"";"NO";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_cable_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_cable_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_cassette_type";"code";1;"";"NO";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_cassette_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_cassette_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_clim_type";"code";1;"";"NO";"character varying";6;24;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_clim_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_clim_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_conduite_type";"code";1;"";"NO";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_conduite_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_conduite_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_doc_tab";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_doc_tab";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_doc_tab";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_doc_type";"code";1;"";"NO";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_doc_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_doc_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otrx";"l_docetat";"docetatid";1;"";"NO";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otrx";"l_docetat";"docetatdesc";2;"";"YES";"character varying";50;200;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_etat_type";"code";1;"";"NO";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_etat_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_etat_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"l_etatdoc";"etatdoc";1;"";"NO";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otft";"l_etatdoc";"etatdocval";2;"";"YES";"text";;1073741824;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"text";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_fo_color";"code";1;"";"NO";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_fo_color";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_fo_color";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_fo_type";"code";1;"";"NO";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_fo_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_fo_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otrx";"l_foetat";"foetatid";1;"";"NO";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otrx";"l_foetat";"foetatdesc";2;"";"YES";"character varying";50;200;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otrx";"l_gcetat";"gcetatid";1;"";"NO";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"int4";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"otrx";"l_gcetat";"gcetatdesc";2;"";"YES";"character varying";50;200;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_geoloc_classe";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_geoloc_classe";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_geoloc_classe";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_geoloc_mode";"code";1;"";"NO";"character varying";4;16;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_geoloc_mode";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_geoloc_mode";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_immeuble_type";"code";1;"";"NO";"character varying";1;4;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_immeuble_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_immeuble_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_implantation_type";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_implantation_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_implantation_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_infra_nature";"code";1;"";"NO";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_infra_nature";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_infra_nature";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_infra_type_log";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_infra_type_log";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_infra_type_log";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_masque_face";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_masque_face";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_masque_face";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_noeud_type";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_noeud_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_noeud_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_nro_etat";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_nro_etat";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_nro_etat";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_nro_type";"code";1;"";"NO";"character varying";7;28;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_nro_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_nro_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_occupation_type";"code";1;"";"NO";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_occupation_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_occupation_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_passage_type";"code";1;"";"NO";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_passage_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_passage_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_pose_type";"code";1;"";"NO";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_pose_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_pose_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_position_fonction";"code";1;"";"NO";"character varying";2;8;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_position_fonction";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_position_fonction";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_position_type";"code";1;"";"NO";"character varying";10;40;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_position_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_position_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_propriete_type";"code";1;"";"NO";"character varying";3;12;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_propriete_type";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_propriete_type";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_ptech_nature";"code";1;"";"NO";"character varying";20;80;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_ptech_nature";"libelle";2;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"opentelcos";"gracethd";"l_ptech_nature";"definition";3;"";"YES";"character varying";254;1016;;;;;"";;"";"";"";"";"";"";"";"";"";"opentelcos";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
